Company Name,Industry,Symbol,Series,ISIN Code,,
Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,SHREECEM,EQ,INE070A01015,"""SHREECEM.NS""","""SHREECEM.NS"","
Shree Renuka Sugars Ltd.,CONSUMER GOODS,RENUKA,EQ,INE087H01022,"""RENUKA.NS""","""RENUKA.NS"","
Shriram City Union Finance Ltd.,FINANCIAL SERVICES,SHRIRAMCIT,EQ,INE722A01011,"""SHRIRAMCIT.NS""","""SHRIRAMCIT.NS"","
Shriram Transport Finance Co. Ltd.,FINANCIAL SERVICES,SRTRANSFIN,EQ,INE721A01013,"""SRTRANSFIN.NS""","""SRTRANSFIN.NS"","
Siemens Ltd.,INDUSTRIAL MANUFACTURING,SIEMENS,EQ,INE003A01024,"""SIEMENS.NS""","""SIEMENS.NS"","
Sobha Ltd.,CONSTRUCTION,SOBHA,EQ,INE671H01015,"""SOBHA.NS""","""SOBHA.NS"","
Solar Industries India Ltd.,CHEMICALS,SOLARINDS,EQ,INE343H01029,"""SOLARINDS.NS""","""SOLARINDS.NS"","
Sonata Software Ltd.,IT,SONATSOFTW,EQ,INE269A01021,"""SONATSOFTW.NS""","""SONATSOFTW.NS"","
South Indian Bank Ltd.,FINANCIAL SERVICES,SOUTHBANK,EQ,INE683A01023,"""SOUTHBANK.NS""","""SOUTHBANK.NS"","
Spandana Sphoorty Financial Ltd.,FINANCIAL SERVICES,SPANDANA,EQ,INE572J01011,"""SPANDANA.NS""","""SPANDANA.NS"","
Spicejet Ltd.,SERVICES,SPICEJET,EQ,INE285B01017,"""SPICEJET.NS""","""SPICEJET.NS"","
Star Cement Ltd.,CEMENT & CEMENT PRODUCTS,STARCEMENT,EQ,INE460H01021,"""STARCEMENT.NS""","""STARCEMENT.NS"","
State Bank of India,FINANCIAL SERVICES,SBIN,EQ,INE062A01020,"""SBIN.NS""","""SBIN.NS"","
Steel Authority of India Ltd.,METALS,SAIL,EQ,INE114A01011,"""SAIL.NS""","""SAIL.NS"","
Sterling And Wilson Solar Ltd.,CONSTRUCTION,SWSOLAR,EQ,INE00M201021,"""SWSOLAR.NS""","""SWSOLAR.NS"","
Sterlite Technologies Ltd.,TELECOM,STRTECH,EQ,INE089C01029,"""STRTECH.NS""","""STRTECH.NS"","
Strides Pharma Science Ltd.,PHARMA,STAR,EQ,INE939A01011,"""STAR.NS""","""STAR.NS"","
Sudarshan Chemical Industries Ltd.,CHEMICALS,SUDARSCHEM,EQ,INE659A01023,"""SUDARSCHEM.NS""","""SUDARSCHEM.NS"","
Sumitomo Chemical India Ltd.,CHEMICALS,SUMICHEM,EQ,INE258G01013,"""SUMICHEM.NS""","""SUMICHEM.NS"","
Sun Pharma Advanced Research Company Ltd.,PHARMA,SPARC,EQ,INE232I01014,"""SPARC.NS""","""SPARC.NS"","
Sun Pharmaceutical Industries Ltd.,PHARMA,SUNPHARMA,EQ,INE044A01036,"""SUNPHARMA.NS""","""SUNPHARMA.NS"","
Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,SUNTV,EQ,INE424H01027,"""SUNTV.NS""","""SUNTV.NS"","
Sundaram Finance Ltd.,FINANCIAL SERVICES,SUNDARMFIN,EQ,INE660A01013,"""SUNDARMFIN.NS""","""SUNDARMFIN.NS"","
Sundram Fasteners Ltd.,AUTOMOBILE,SUNDRMFAST,EQ,INE387A01021,"""SUNDRMFAST.NS""","""SUNDRMFAST.NS"","
Sunteck Realty Ltd.,CONSTRUCTION,SUNTECK,EQ,INE805D01034,"""SUNTECK.NS""","""SUNTECK.NS"","
Suprajit Engineering Ltd.,AUTOMOBILE,SUPRAJIT,EQ,INE399C01030,"""SUPRAJIT.NS""","""SUPRAJIT.NS"","
Supreme Industries Ltd.,INDUSTRIAL MANUFACTURING,SUPREMEIND,EQ,INE195A01028,"""SUPREMEIND.NS""","""SUPREMEIND.NS"","
Suzlon Energy Ltd.,INDUSTRIAL MANUFACTURING,SUZLON,EQ,INE040H01021,"""SUZLON.NS""","""SUZLON.NS"","
Swan Energy Ltd.,CONSTRUCTION,SWANENERGY,EQ,INE665A01038,"""SWANENERGY.NS""","""SWANENERGY.NS"","
Symphony Ltd.,CONSUMER GOODS,SYMPHONY,EQ,INE225D01027,"""SYMPHONY.NS""","""SYMPHONY.NS"","
Syngene International Ltd.,PHARMA,SYNGENE,EQ,INE398R01022,"""SYNGENE.NS""","""SYNGENE.NS"","
TCI Express Ltd.,SERVICES,TCIEXP,EQ,INE586V01016,"""TCIEXP.NS""","""TCIEXP.NS"","
TCNS Clothing Co. Ltd.,TEXTILES,TCNSBRANDS,EQ,INE778U01029,"""TCNSBRANDS.NS""","""TCNSBRANDS.NS"","
TTK Prestige Ltd.,CONSUMER GOODS,TTKPRESTIG,EQ,INE690A01010,"""TTKPRESTIG.NS""","""TTKPRESTIG.NS"","
TV Today Network Ltd.,MEDIA & ENTERTAINMENT,TVTODAY,EQ,INE038F01029,"""TVTODAY.NS""","""TVTODAY.NS"","
TV18 Broadcast Ltd.,MEDIA & ENTERTAINMENT,TV18BRDCST,EQ,INE886H01027,"""TV18BRDCST.NS""","""TV18BRDCST.NS"","
TVS Motor Company Ltd.,AUTOMOBILE,TVSMOTOR,EQ,INE494B01023,"""TVSMOTOR.NS""","""TVSMOTOR.NS"","
Take Solutions Ltd.,PHARMA,TAKE,EQ,INE142I01023,"""TAKE.NS""","""TAKE.NS"","
Tasty Bite Eatables Ltd.,CONSUMER GOODS,TASTYBITE,EQ,INE488B01017,"""TASTYBITE.NS""","""TASTYBITE.NS"","
Tata Communications Ltd.,TELECOM,TATACOMM,EQ,INE151A01013,"""TATACOMM.NS""","""TATACOMM.NS"","
Tata Consultancy Services Ltd.,IT,TCS,EQ,INE467B01029,"""TCS.NS""","""TCS.NS"","
Tata Consumer Products Ltd.,CONSUMER GOODS,TATACONSUM,EQ,INE192A01025,"""TATACONSUM.NS""","""TATACONSUM.NS"","
Tata Elxsi Ltd.,IT,TATAELXSI,EQ,INE670A01012,"""TATAELXSI.NS""","""TATAELXSI.NS"","
Tata Investment Corporation Ltd.,FINANCIAL SERVICES,TATAINVEST,EQ,INE672A01018,"""TATAINVEST.NS""","""TATAINVEST.NS"","
Tata Motors Ltd DVR,AUTOMOBILE,TATAMTRDVR,EQ,IN9155A01020,"""TATAMTRDVR.NS""","""TATAMTRDVR.NS"","
Tata Motors Ltd.,AUTOMOBILE,TATAMOTORS,EQ,INE155A01022,"""TATAMOTORS.NS""","""TATAMOTORS.NS"","
Tata Power Co. Ltd.,POWER,TATAPOWER,EQ,INE245A01021,"""TATAPOWER.NS""","""TATAPOWER.NS"","
Tata Steel BSL Ltd.,METALS,TATASTLBSL,EQ,INE824B01021,"""TATASTLBSL.NS""","""TATASTLBSL.NS"","
Tata Steel Ltd.,METALS,TATASTEEL,EQ,INE081A01012,"""TATASTEEL.NS""","""TATASTEEL.NS"","
Teamlease Services Ltd.,SERVICES,TEAMLEASE,EQ,INE985S01024,"""TEAMLEASE.NS""","""TEAMLEASE.NS"","
Tech Mahindra Ltd.,IT,TECHM,EQ,INE669C01036,"""TECHM.NS""","""TECHM.NS"","
The New India Assurance Company Ltd.,FINANCIAL SERVICES,NIACL,EQ,INE470Y01017,"""NIACL.NS""","""NIACL.NS"","
The Ramco Cements Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOCEM,EQ,INE331A01037,"""RAMCOCEM.NS""","""RAMCOCEM.NS"","
Thermax Ltd.,INDUSTRIAL MANUFACTURING,THERMAX,EQ,INE152A01029,"""THERMAX.NS""","""THERMAX.NS"","
Thyrocare Technologies Ltd.,HEALTHCARE SERVICES,THYROCARE,EQ,INE594H01019,"""THYROCARE.NS""","""THYROCARE.NS"","
Time Technoplast Ltd.,INDUSTRIAL MANUFACTURING,TIMETECHNO,EQ,INE508G01029,"""TIMETECHNO.NS""","""TIMETECHNO.NS"","
Timken India Ltd.,INDUSTRIAL MANUFACTURING,TIMKEN,EQ,INE325A01013,"""TIMKEN.NS""","""TIMKEN.NS"","
Titan Company Ltd.,CONSUMER GOODS,TITAN,EQ,INE280A01028,"""TITAN.NS""","""TITAN.NS"","
Torrent Pharmaceuticals Ltd.,PHARMA,TORNTPHARM,EQ,INE685A01028,"""TORNTPHARM.NS""","""TORNTPHARM.NS"","
Torrent Power Ltd.,POWER,TORNTPOWER,EQ,INE813H01021,"""TORNTPOWER.NS""","""TORNTPOWER.NS"","
Trent Ltd.,CONSUMER GOODS,TRENT,EQ,INE849A01020,"""TRENT.NS""","""TRENT.NS"","
Trident Ltd.,TEXTILES,TRIDENT,EQ,INE064C01022,"""TRIDENT.NS""","""TRIDENT.NS"","
Tube Investments of India Ltd.,AUTOMOBILE,TIINDIA,EQ,INE974X01010,"""TIINDIA.NS""","""TIINDIA.NS"","
UCO Bank,FINANCIAL SERVICES,UCOBANK,EQ,INE691A01018,"""UCOBANK.NS""","""UCOBANK.NS"","
UFLEX Ltd.,INDUSTRIAL MANUFACTURING,UFLEX,EQ,INE516A01017,"""UFLEX.NS""","""UFLEX.NS"","
UPL Ltd.,FERTILISERS & PESTICIDES,UPL,EQ,INE628A01036,"""UPL.NS""","""UPL.NS"","
Ujjivan Financial Services Ltd.,FINANCIAL SERVICES,UJJIVAN,EQ,INE334L01012,"""UJJIVAN.NS""","""UJJIVAN.NS"","
Ujjivan Small Finance Bank Ltd.,FINANCIAL SERVICES,UJJIVANSFB,EQ,INE551W01018,"""UJJIVANSFB.NS""","""UJJIVANSFB.NS"","
UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,EQ,INE481G01011,"""ULTRACEMCO.NS""","""ULTRACEMCO.NS"","
Union Bank of India,FINANCIAL SERVICES,UNIONBANK,EQ,INE692A01016,"""UNIONBANK.NS""","""UNIONBANK.NS"","
United Breweries Ltd.,CONSUMER GOODS,UBL,EQ,INE686F01025,"""UBL.NS""","""UBL.NS"","
United Spirits Ltd.,CONSUMER GOODS,MCDOWELL-N,EQ,INE854D01024,"""MCDOWELL-N.NS""","""MCDOWELL-N.NS"","
V-Guard Industries Ltd.,CONSUMER GOODS,VGUARD,EQ,INE951I01027,"""VGUARD.NS""","""VGUARD.NS"","
V-Mart Retail Ltd.,CONSUMER GOODS,VMART,EQ,INE665J01013,"""VMART.NS""","""VMART.NS"","
V.I.P. Industries Ltd.,CONSUMER GOODS,VIPIND,EQ,INE054A01027,"""VIPIND.NS""","""VIPIND.NS"","
VRL Logistics Ltd.,SERVICES,VRLLOG,EQ,INE366I01010,"""VRLLOG.NS""","""VRLLOG.NS"","
VST Industries Ltd.,CONSUMER GOODS,VSTIND,EQ,INE710A01016,"""VSTIND.NS""","""VSTIND.NS"","
Vaibhav Global Ltd.,CONSUMER GOODS,VAIBHAVGBL,EQ,INE884A01019,"""VAIBHAVGBL.NS""","""VAIBHAVGBL.NS"","
Vakrangee Ltd.,IT,VAKRANGEE,EQ,INE051B01021,"""VAKRANGEE.NS""","""VAKRANGEE.NS"","
Vardhman Textiles Ltd.,TEXTILES,VTL,EQ,INE825A01012,"""VTL.NS""","""VTL.NS"","
Varroc Engineering Ltd.,AUTOMOBILE,VARROC,EQ,INE665L01035,"""VARROC.NS""","""VARROC.NS"","
Varun Beverages Ltd.,CONSUMER GOODS,VBL,EQ,INE200M01013,"""VBL.NS""","""VBL.NS"","
Venky's (India) Ltd.,CONSUMER GOODS,VENKEYS,EQ,INE398A01010,"""VENKEYS.NS""","""VENKEYS.NS"","
Vesuvius India Ltd.,INDUSTRIAL MANUFACTURING,VESUVIUS,EQ,INE386A01015,"""VESUVIUS.NS""","""VESUVIUS.NS"","
Vinati Organics Ltd.,CHEMICALS,VINATIORGA,EQ,INE410B01037,"""VINATIORGA.NS""","""VINATIORGA.NS"","
Vodafone Idea Ltd.,TELECOM,IDEA,EQ,INE669E01016,"""IDEA.NS""","""IDEA.NS"","
Voltas Ltd.,CONSUMER GOODS,VOLTAS,EQ,INE226A01021,"""VOLTAS.NS""","""VOLTAS.NS"","
WABCO India Ltd.,AUTOMOBILE,WABCOINDIA,EQ,INE342J01019,"""WABCOINDIA.NS""","""WABCOINDIA.NS"","
Welspun Corp Ltd.,METALS,WELCORP,EQ,INE191B01025,"""WELCORP.NS""","""WELCORP.NS"","
Welspun India Ltd.,TEXTILES,WELSPUNIND,EQ,INE192B01031,"""WELSPUNIND.NS""","""WELSPUNIND.NS"","
Westlife Development Ltd.,SERVICES,WESTLIFE,EQ,INE274F01020,"""WESTLIFE.NS""","""WESTLIFE.NS"","
Whirlpool of India Ltd.,CONSUMER GOODS,WHIRLPOOL,EQ,INE716A01013,"""WHIRLPOOL.NS""","""WHIRLPOOL.NS"","
Wipro Ltd.,IT,WIPRO,EQ,INE075A01022,"""WIPRO.NS""","""WIPRO.NS"","
Wockhardt Ltd.,PHARMA,WOCKPHARMA,EQ,INE049B01025,"""WOCKPHARMA.NS""","""WOCKPHARMA.NS"","
Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,ZEEL,EQ,INE256A01028,"""ZEEL.NS""","""ZEEL.NS"","
Zensar Technolgies Ltd.,IT,ZENSARTECH,EQ,INE520A01027,"""ZENSARTECH.NS""","""ZENSARTECH.NS"","
Zydus Wellness Ltd.,CONSUMER GOODS,ZYDUSWELL,EQ,INE768C01010,"""ZYDUSWELL.NS""","""ZYDUSWELL.NS"","
eClerx Services Ltd.,IT,ECLERX,EQ,INE738I01010,"""ECLERX.NS""","""ECLERX.NS"","
